nb ant: 1, food: 44/50, nest level: 1, nb worker: 1, nb soldier: 0
nb ant: 162, food: 185/450, nest level: 3, nb worker: 112, nb soldier: 50
nb ant: 163, food: 183/450, nest level: 3, nb worker: 112, nb soldier: 51
nb ant: 164, food: 180/450, nest level: 3, nb worker: 113, nb soldier: 51
nb ant: 164, food: 179/450, nest level: 3, nb worker: 112, nb soldier: 52
#341 - a spider attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 162, food: 179/450, nest level: 3, nb worker: 111, nb soldier: 51
nb ant: 163, food: 181/450, nest level: 3, nb worker: 112, nb soldier: 51
nb ant: 163, food: 183/450, nest level: 3, nb worker: 112, nb soldier: 51
nb ant: 163, food: 181/450, nest level: 3, nb worker: 112, nb soldier: 51
nb ant: 164, food: 182/450, nest level: 3, nb worker: 113, nb soldier: 51
nb ant: 163, food: 180/450, nest level: 3, nb worker: 112, nb soldier: 51
nb ant: 162, food: 183/450, nest level: 3, nb worker: 111, nb soldier: 51
nb ant: 162, food: 182/450, nest level: 3, nb worker: 111, nb soldier: 51
nb ant: 163, food: 180/450, nest level: 3, nb worker: 112, nb soldier: 51
nb ant: 162, food: 183/450, nest level: 3, nb worker: 111, nb soldier: 51
#351 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 161, food: 183/450, nest level: 3, nb worker: 110, nb soldier: 51
nb ant: 160, food: 184/450, nest level: 3, nb worker: 109, nb soldier: 51
nb ant: 160, food: 185/450, nest level: 3, nb worker: 109, nb soldier: 51
nb ant: 161, food: 185/450, nest level: 3, nb worker: 110, nb soldier: 51
nb ant: 162, food: 184/450, nest level: 3, nb worker: 111, nb soldier: 51
nb ant: 163, food: 180/450, nest level: 3, nb worker: 111, nb soldier: 52
nb ant: 163, food: 180/450, nest level: 3, nb worker: 111, nb soldier: 52
nb ant: 163, food: 178/450, nest level: 3, nb worker: 110, nb soldier: 53
nb ant: 164, food: 173/450, nest level: 3, nb worker: 110, nb soldier: 54
nb ant: 165, food: 173/450, nest level: 3, nb worker: 110, nb soldier: 55
#361 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 165, food: 173/450, nest level: 3, nb worker: 110, nb soldier: 55
nb ant: 165, food: 173/450, nest level: 3, nb worker: 110, nb soldier: 55
nb ant: 166, food: 172/450, nest level: 3, nb worker: 111, nb soldier: 55
nb ant: 166, food: 169/450, nest level: 3, nb worker: 110, nb soldier: 56
nb ant: 167, food: 169/450, nest level: 3, nb worker: 111, nb soldier: 56
nb ant: 167, food: 169/450, nest level: 3, nb worker: 111, nb soldier: 56
nb ant: 168, food: 168/450, nest level: 3, nb worker: 112, nb soldier: 56
nb ant: 168, food: 167/450, nest level: 3, nb worker: 112, nb soldier: 56
nb ant: 168, food: 166/450, nest level: 3, nb worker: 112, nb soldier: 56
nb ant: 169, food: 164/450, nest level: 3, nb worker: 113, nb soldier: 56
#371 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 169, food: 164/450, nest level: 3, nb worker: 112, nb soldier: 57
nb ant: 170, food: 163/450, nest level: 3, nb worker: 113, nb soldier: 57
nb ant: 170, food: 162/450, nest level: 3, nb worker: 113, nb soldier: 57
nb ant: 171, food: 160/450, nest level: 3, nb worker: 114, nb soldier: 57
nb ant: 172, food: 161/450, nest level: 3, nb worker: 115, nb soldier: 57
nb ant: 171, food: 163/450, nest level: 3, nb worker: 114, nb soldier: 57
nb ant: 171, food: 161/450, nest level: 3, nb worker: 114, nb soldier: 57
nb ant: 170, food: 164/450, nest level: 3, nb worker: 113, nb soldier: 57
nb ant: 169, food: 164/450, nest level: 3, nb worker: 112, nb soldier: 57
nb ant: 169, food: 164/450, nest level: 3, nb worker: 112, nb soldier: 57
nb ant: 170, food: 163/450, nest level: 3, nb worker: 113, nb soldier: 57
nb ant: 171, food: 161/450, nest level: 3, nb worker: 114, nb soldier: 57
nb ant: 172, food: 162/450, nest level: 3, nb worker: 115, nb soldier: 57
nb ant: 173, food: 158/450, nest level: 3, nb worker: 116, nb soldier: 57
nb ant: 173, food: 158/450, nest level: 3, nb worker: 116, nb soldier: 57
nb ant: 172, food: 159/450, nest level: 3, nb worker: 115, nb soldier: 57
nb ant: 172, food: 160/450, nest level: 3, nb worker: 115, nb soldier: 57
nb ant: 173, food: 158/450, nest level: 3, nb worker: 115, nb soldier: 58
nb ant: 173, food: 156/450, nest level: 3, nb worker: 115, nb soldier: 58
nb ant: 173, food: 158/450, nest level: 3, nb worker: 115, nb soldier: 58
#391 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 174, food: 155/450, nest level: 3, nb worker: 116, nb soldier: 58
nb ant: 174, food: 156/450, nest level: 3, nb worker: 116, nb soldier: 58
nb ant: 174, food: 157/450, nest level: 3, nb worker: 116, nb soldier: 58
nb ant: 173, food: 159/450, nest level: 3, nb worker: 115, nb soldier: 58
nb ant: 173, food: 157/450, nest level: 3, nb worker: 115, nb soldier: 58
nb ant: 173, food: 159/450, nest level: 3, nb worker: 115, nb soldier: 58
nb ant: 174, food: 156/450, nest level: 3, nb worker: 116, nb soldier: 58
nb ant: 173, food: 158/450, nest level: 3, nb worker: 115, nb soldier: 58
nb ant: 174, food: 155/450, nest level: 3, nb worker: 116, nb soldier: 58
nb ant: 175, food: 155/450, nest level: 3, nb worker: 117, nb soldier: 58
nb ant: 176, food: 154/450, nest level: 3, nb worker: 118, nb soldier: 58
nb ant: 177, food: 150/450, nest level: 3, nb worker: 118, nb soldier: 59
nb ant: 178, food: 149/450, nest level: 3, nb worker: 119, nb soldier: 59
nb ant: 178, food: 152/450, nest level: 3, nb worker: 119, nb soldier: 59
nb ant: 177, food: 152/450, nest level: 3, nb worker: 118, nb soldier: 59
nb ant: 178, food: 151/450, nest level: 3, nb worker: 119, nb soldier: 59
nb ant: 178, food: 150/450, nest level: 3, nb worker: 119, nb soldier: 59
nb ant: 178, food: 149/450, nest level: 3, nb worker: 119, nb soldier: 59
nb ant: 178, food: 152/450, nest level: 3, nb worker: 119, nb soldier: 59
nb ant: 179, food: 150/450, nest level: 3, nb worker: 120, nb soldier: 59
#411 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 180, food: 147/450, nest level: 3, nb worker: 121, nb soldier: 59
nb ant: 181, food: 147/450, nest level: 3, nb worker: 122, nb soldier: 59
nb ant: 181, food: 147/450, nest level: 3, nb worker: 122, nb soldier: 59
nb ant: 182, food: 146/450, nest level: 3, nb worker: 123, nb soldier: 59
nb ant: 182, food: 145/450, nest level: 3, nb worker: 123, nb soldier: 59
nb ant: 182, food: 148/450, nest level: 3, nb worker: 123, nb soldier: 59
nb ant: 182, food: 147/450, nest level: 3, nb worker: 123, nb soldier: 59
nb ant: 183, food: 145/450, nest level: 3, nb worker: 124, nb soldier: 59
nb ant: 184, food: 146/450, nest level: 3, nb worker: 125, nb soldier: 59
nb ant: 184, food: 143/450, nest level: 3, nb worker: 125, nb soldier: 59
#421 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 184, food: 144/450, nest level: 3, nb worker: 125, nb soldier: 59
nb ant: 185, food: 144/450, nest level: 3, nb worker: 126, nb soldier: 59
nb ant: 186, food: 143/450, nest level: 3, nb worker: 127, nb soldier: 59
nb ant: 187, food: 139/450, nest level: 3, nb worker: 127, nb soldier: 60
nb ant: 186, food: 140/450, nest level: 3, nb worker: 126, nb soldier: 60
nb ant: 185, food: 142/450, nest level: 3, nb worker: 125, nb soldier: 60
nb ant: 186, food: 137/450, nest level: 3, nb worker: 125, nb soldier: 61
nb ant: 184, food: 142/450, nest level: 3, nb worker: 123, nb soldier: 61
nb ant: 183, food: 138/450, nest level: 3, nb worker: 121, nb soldier: 62
nb ant: 183, food: 138/450, nest level: 3, nb worker: 121, nb soldier: 62
#431 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 183, food: 138/450, nest level: 3, nb worker: 121, nb soldier: 62
nb ant: 183, food: 138/450, nest level: 3, nb worker: 121, nb soldier: 62
nb ant: 184, food: 137/450, nest level: 3, nb worker: 122, nb soldier: 62
nb ant: 185, food: 139/450, nest level: 3, nb worker: 123, nb soldier: 62
nb ant: 186, food: 136/450, nest level: 3, nb worker: 124, nb soldier: 62
nb ant: 187, food: 136/450, nest level: 3, nb worker: 125, nb soldier: 62
nb ant: 186, food: 137/450, nest level: 3, nb worker: 124, nb soldier: 62
nb ant: 187, food: 137/450, nest level: 3, nb worker: 125, nb soldier: 62
nb ant: 187, food: 137/450, nest level: 3, nb worker: 125, nb soldier: 62
nb ant: 187, food: 137/450, nest level: 3, nb worker: 125, nb soldier: 62
nb ant: 187, food: 135/450, nest level: 3, nb worker: 124, nb soldier: 63
nb ant: 188, food: 132/450, nest level: 3, nb worker: 125, nb soldier: 63
nb ant: 189, food: 132/450, nest level: 3, nb worker: 126, nb soldier: 63
nb ant: 190, food: 131/450, nest level: 3, nb worker: 127, nb soldier: 63
nb ant: 191, food: 129/450, nest level: 3, nb worker: 128, nb soldier: 63
nb ant: 191, food: 129/450, nest level: 3, nb worker: 127, nb soldier: 64
nb ant: 192, food: 128/450, nest level: 3, nb worker: 128, nb soldier: 64
nb ant: 191, food: 128/450, nest level: 3, nb worker: 127, nb soldier: 64
nb ant: 191, food: 128/450, nest level: 3, nb worker: 127, nb soldier: 64
nb ant: 192, food: 127/450, nest level: 3, nb worker: 128, nb soldier: 64
nb ant: 193, food: 125/450, nest level: 3, nb worker: 129, nb soldier: 64
nb ant: 194, food: 126/450, nest level: 3, nb worker: 130, nb soldier: 64
nb ant: 194, food: 123/450, nest level: 3, nb worker: 130, nb soldier: 64
nb ant: 194, food: 124/450, nest level: 3, nb worker: 130, nb soldier: 64
nb ant: 195, food: 124/450, nest level: 3, nb worker: 131, nb soldier: 64
nb ant: 195, food: 122/450, nest level: 3, nb worker: 130, nb soldier: 65
nb ant: 196, food: 119/450, nest level: 3, nb worker: 131, nb soldier: 65
nb ant: 195, food: 119/450, nest level: 3, nb worker: 129, nb soldier: 66
nb ant: 194, food: 120/450, nest level: 3, nb worker: 128, nb soldier: 66
nb ant: 194, food: 121/450, nest level: 3, nb worker: 128, nb soldier: 66
#461 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 194, food: 122/450, nest level: 3, nb worker: 128, nb soldier: 66
nb ant: 195, food: 118/450, nest level: 3, nb worker: 129, nb soldier: 66
nb ant: 196, food: 117/450, nest level: 3, nb worker: 130, nb soldier: 66
nb ant: 197, food: 119/450, nest level: 3, nb worker: 131, nb soldier: 66
nb ant: 198, food: 116/450, nest level: 3, nb worker: 132, nb soldier: 66
nb ant: 199, food: 116/450, nest level: 3, nb worker: 133, nb soldier: 66
nb ant: 200, food: 113/450, nest level: 3, nb worker: 133, nb soldier: 67
nb ant: 201, food: 113/450, nest level: 3, nb worker: 134, nb soldier: 67
nb ant: 200, food: 114/450, nest level: 3, nb worker: 133, nb soldier: 67
nb ant: 200, food: 111/450, nest level: 3, nb worker: 133, nb soldier: 67
nb ant: 201, food: 111/450, nest level: 3, nb worker: 134, nb soldier: 67
nb ant: 202, food: 110/450, nest level: 3, nb worker: 135, nb soldier: 67
nb ant: 203, food: 108/450, nest level: 3, nb worker: 136, nb soldier: 67
nb ant: 202, food: 111/450, nest level: 3, nb worker: 135, nb soldier: 67
nb ant: 203, food: 109/450, nest level: 3, nb worker: 136, nb soldier: 67
nb ant: 203, food: 109/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 204, food: 108/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 205, food: 106/450, nest level: 3, nb worker: 137, nb soldier: 68
nb ant: 203, food: 106/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 202, food: 107/450, nest level: 3, nb worker: 134, nb soldier: 68
#481 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 201, food: 109/450, nest level: 3, nb worker: 133, nb soldier: 68
nb ant: 202, food: 110/450, nest level: 3, nb worker: 134, nb soldier: 68
nb ant: 202, food: 107/450, nest level: 3, nb worker: 134, nb soldier: 68
nb ant: 202, food: 108/450, nest level: 3, nb worker: 134, nb soldier: 68
nb ant: 202, food: 109/450, nest level: 3, nb worker: 134, nb soldier: 68
nb ant: 202, food: 110/450, nest level: 3, nb worker: 134, nb soldier: 68
nb ant: 201, food: 108/450, nest level: 3, nb worker: 133, nb soldier: 68
nb ant: 202, food: 109/450, nest level: 3, nb worker: 134, nb soldier: 68
nb ant: 203, food: 109/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 204, food: 108/450, nest level: 3, nb worker: 136, nb soldier: 68
#491 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 203, food: 108/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 204, food: 107/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 204, food: 108/450, nest level: 3, nb worker: 137, nb soldier: 67
nb ant: 204, food: 107/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 205, food: 105/450, nest level: 3, nb worker: 137, nb soldier: 68
nb ant: 206, food: 106/450, nest level: 3, nb worker: 138, nb soldier: 68
nb ant: 205, food: 104/450, nest level: 3, nb worker: 137, nb soldier: 68
nb ant: 204, food: 107/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 203, food: 107/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 204, food: 106/450, nest level: 3, nb worker: 136, nb soldier: 68
#501 - a spider attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 203, food: 105/450, nest level: 3, nb worker: 136, nb soldier: 67
nb ant: 204, food: 108/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 203, food: 108/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 203, food: 108/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 204, food: 107/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 205, food: 105/450, nest level: 3, nb worker: 137, nb soldier: 68
nb ant: 206, food: 104/450, nest level: 3, nb worker: 137, nb soldier: 69
nb ant: 205, food: 104/450, nest level: 3, nb worker: 136, nb soldier: 69
nb ant: 204, food: 105/450, nest level: 3, nb worker: 135, nb soldier: 69
nb ant: 204, food: 106/450, nest level: 3, nb worker: 135, nb soldier: 69
#511 - a spider attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 203, food: 103/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 204, food: 106/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 204, food: 105/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 204, food: 108/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 203, food: 108/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 203, food: 108/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 203, food: 108/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 203, food: 108/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 204, food: 107/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 204, food: 106/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 204, food: 105/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 202, food: 110/450, nest level: 3, nb worker: 134, nb soldier: 68
nb ant: 203, food: 106/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 204, food: 105/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 204, food: 108/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 204, food: 107/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 205, food: 105/450, nest level: 3, nb worker: 137, nb soldier: 68
nb ant: 205, food: 107/450, nest level: 3, nb worker: 137, nb soldier: 68
nb ant: 204, food: 106/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 205, food: 104/450, nest level: 3, nb worker: 137, nb soldier: 68
#531 - a spider attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 205, food: 103/450, nest level: 3, nb worker: 137, nb soldier: 68
nb ant: 204, food: 104/450, nest level: 3, nb worker: 135, nb soldier: 69
nb ant: 203, food: 106/450, nest level: 3, nb worker: 134, nb soldier: 69
nb ant: 203, food: 104/450, nest level: 3, nb worker: 134, nb soldier: 69
nb ant: 203, food: 106/450, nest level: 3, nb worker: 134, nb soldier: 69
nb ant: 204, food: 103/450, nest level: 3, nb worker: 135, nb soldier: 69
nb ant: 205, food: 103/450, nest level: 3, nb worker: 136, nb soldier: 69
nb ant: 205, food: 105/450, nest level: 3, nb worker: 137, nb soldier: 68
nb ant: 205, food: 107/450, nest level: 3, nb worker: 137, nb soldier: 68
nb ant: 205, food: 105/450, nest level: 3, nb worker: 137, nb soldier: 68
#541 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 205, food: 105/450, nest level: 3, nb worker: 136, nb soldier: 69
nb ant: 205, food: 105/450, nest level: 3, nb worker: 136, nb soldier: 69
nb ant: 205, food: 105/450, nest level: 3, nb worker: 136, nb soldier: 69
nb ant: 204, food: 106/450, nest level: 3, nb worker: 135, nb soldier: 69
nb ant: 204, food: 103/450, nest level: 3, nb worker: 135, nb soldier: 69
nb ant: 204, food: 104/450, nest level: 3, nb worker: 135, nb soldier: 69
nb ant: 204, food: 105/450, nest level: 3, nb worker: 135, nb soldier: 69
nb ant: 204, food: 106/450, nest level: 3, nb worker: 135, nb soldier: 69
nb ant: 204, food: 103/450, nest level: 3, nb worker: 135, nb soldier: 69
nb ant: 204, food: 104/450, nest level: 3, nb worker: 135, nb soldier: 69
#551 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 204, food: 105/450, nest level: 3, nb worker: 135, nb soldier: 69
nb ant: 205, food: 105/450, nest level: 3, nb worker: 136, nb soldier: 69
nb ant: 206, food: 104/450, nest level: 3, nb worker: 137, nb soldier: 69
nb ant: 204, food: 105/450, nest level: 3, nb worker: 135, nb soldier: 69
nb ant: 205, food: 105/450, nest level: 3, nb worker: 136, nb soldier: 69
nb ant: 205, food: 105/450, nest level: 3, nb worker: 136, nb soldier: 69
nb ant: 205, food: 105/450, nest level: 3, nb worker: 136, nb soldier: 69
nb ant: 204, food: 106/450, nest level: 3, nb worker: 135, nb soldier: 69
nb ant: 202, food: 107/450, nest level: 3, nb worker: 134, nb soldier: 68
nb ant: 203, food: 107/450, nest level: 3, nb worker: 135, nb soldier: 68
nb ant: 204, food: 106/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 205, food: 104/450, nest level: 3, nb worker: 137, nb soldier: 68
nb ant: 204, food: 107/450, nest level: 3, nb worker: 136, nb soldier: 68
nb ant: 205, food: 105/450, nest level: 3, nb worker: 137, nb soldier: 68
nb ant: 206, food: 104/450, nest level: 3, nb worker: 137, nb soldier: 69
nb ant: 206, food: 103/450, nest level: 3, nb worker: 137, nb soldier: 69
nb ant: 206, food: 102/450, nest level: 3, nb worker: 137, nb soldier: 69
nb ant: 206, food: 101/450, nest level: 3, nb worker: 137, nb soldier: 69
nb ant: 206, food: 104/450, nest level: 3, nb worker: 137, nb soldier: 69
nb ant: 207, food: 102/450, nest level: 3, nb worker: 138, nb soldier: 69
#571 - a spider attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 207, food: 99/450, nest level: 3, nb worker: 139, nb soldier: 68
